Kanji,Meaning,Radicals,Sound
宇宙船,spaceship,Outer Space + Mid Air + Boat,うちゅうせん
船体,hull,Boat + Body,せんたい
帆船,sailing ship,Sail + Boat,はんせん
小舟,small boat,Small + Boat,こぶね
艦船,warships and other vessels,Warship + Boat,かんせん
硫黄,sulfur (S),Sulfur + Yellow,いおう
胡瓜,cucumber (Cucumis sativus),Barbarian + Melon,きゅうり
理由,reason,Reason + Reason,りゆう
依る,to be due to,Reliant,よ
高校,senior high school,Tall + School,こうこう
校閲,revision,School + Inspection,こうえつ
高い,high,Tall,たか
最高,best,Most + Tall,さいこう
高級,high-class,Tall + Rank,こうきゅう
高等,high class,Tall + Equal,こうとう
高尚,high,Tall + Furthermore,こうしょう
高さ,height,Tall,たか
高齢者,old person,Tall + Age + Someone,こうれいしゃ
崇高,lofty,Worship + Tall,すうこう
高騰,sharp rise (in prices),Tall + Inflation,こうとう
高値,high price,Tall + Value,たかね
背が高い,tall (of a person),Back + Tall,せたか
失恋,disappointed love,Fault + Romance,しつれん
失敗,failure,Fault + Failure,しっぱい
失望,disappointment,Fault + Hope,しつぼう
喪失,loss,Mourning + Fault,そうしつ
大失敗,complete failure,Big + Fault + Failure,だいしっぱい
遺失,loss,Leave Behind + Fault,いしつ
辺り,(in the) neighbourhood,Area,あた
浜辺,beach,Beach + Area,はまべ
普遍,universal,Normal + Universal,ふへん
この辺,this area,Area,へん
紙幣,paper money,Paper + Cash,しへい
折り紙,origami,Fold + Paper,おがみ
壁紙,wallpaper,Wall + Paper,かべがみ
時間,time,Time + Interval,じかん
時刻表,timetable,Time + Carve + Express,じこくひょう
時期,time,Time + Period Of Time,じき
臨時,temporary,Look To + Time,りんじ
時差,time difference,Time + Distinction,じさ
腕時計,wristwatch,Arm + Time + Measure,うでどけい
時限,(school) period,Time + Limit,じげん
随時,whenever necessary,All + Time,ずいじ
瞬時,instant,Blink + Time,しゅんじ
潮時,tidal hour,Tide + Time,しおどき
味噌,miso,Flavor + Boisterous,みそ
未婚,unmarried,Not Yet + Marriage,みこん
未熟,unripe,Not Yet + Ripen,みじゅく
未だ,still,Not Yet,ま
未決,pending,Not Yet + Decide,みけつ
寄付,contribution,Approach + Attach,きふ
付ける,to attach,Attach,つ
受付,reception (desk),Accept + Attach,うけつけ
付く,to be attached,Attach,つ
追いつく,to catch up (with),Follow,お
落ち着く,to calm down,Fall + Wear,おつ
付き,furnished with,Attach,つ
顔つき,(outward) looks,Face,かお
傷つく,to be wounded,Wound,きず
傷つける,to wound,Wound,きず
添付,"attaching (documents, etc.)",Append + Attach,てんぷ
風邪,(common) cold,Wind + Wicked,かぜ
お風呂,bath,Wind + Bath,ふろ
扇風機,electric fan,Folding Fan + Wind + Machine,せんぷうき
風呂屋,public bathhouse,Wind + Bath + Roof,ふろや
風潮,tide,Wind + Tide,ふうちょう
旋風,whirlwind,Rotation + Wind,せんぷう
風呂場,bathroom,Wind + Bath + Location,ふろば
和風,Japanese style,Peace + Wind,わふう
洋風,Western style,Western Style + Wind,ようふう
記録,record,Write Down + Record,きろく
記憶,memory,Write Down + Recollection,きおく
記事,article,Write Down + Action,きじ
暗記,memorization,Dark + Write Down,あんき
伝記,biography,Transmit + Write Down,でんき
記述,description,Write Down + Mention,きじゅつ
記載,mention (in a document),Write Down + Publish,きさい
記念碑,commemorative plaque (usu. on a stone),Write Down + Thought + Tombstone,きねんひ
欠席,absence,Lack + Seat,けっせき
欠陥,defect,Lack + Cave In,けっかん
欠ける,to chip,Lack,か
欠伸,yawn,Lack + Stretch,あくび
欠乏,deficiency,Lack + Scarce,けつぼう
欠かす,to miss (doing),Lack,か
欠如,lack,Lack + Likeness,けつじょ
摂氏,Celsius,In Addition + Family Name,せっし
彼氏,boyfriend,He + Family Name,かれし
料理,cooking,Fee + Reason,りょうり
理解,understanding,Reason + Untie,りかい
理論,theory,Reason + Theory,りろん
無理,unreasonable,Nothing + Reason,むり
理性,reason,Reason + Gender,りせい
義理,duty,Righteousness + Reason,ぎり
修理,repair,Discipline + Reason,しゅうり
処理,processing,Deal With + Reason,しょり
管理,control,Pipe + Reason,かんり
整理,sorting,Arrange + Reason,せいり
理屈,theory,Reason + Yield,りくつ
論理,logic,Theory + Reason,ろんり
推理,reasoning,Infer + Reason,すいり
倫理,ethics,Ethics + Reason,りんり
倫理的,ethical,Ethics + Reason + Target,りんりてき
移民,immigration,Shift + Peoples,いみん
民族,people,Peoples + Tribe,みんぞく
住民,inhabitant,Dwelling + Peoples,じゅうみん
農民,farmer,Farming + Peoples,のうみん
庶民,common people,All + Peoples,しょみん
民謡,folk song,Peoples + Noh Chanting,みんよう
庶民的,popular,All + Peoples + Target,しょみんてき
民俗,folk customs,Peoples + Vulgar,みんぞく
郵便局,post office,Mail + Convenience + Bureau,ゆうびんきょく
結局,after all,Bind + Bureau,けっきょく
支局,branch office,Support + Bureau,しきょく
医師,doctor,Medicine + Teacher,いし
医療,medical treatment,Medicine + Heal,いりょう
医者,doctor,Medicine + Someone,いしゃ
歯医者,dentist,Tooth + Medicine + Someone,はいしゃ
獣医,veterinarian,Beast + Medicine,じゅうい
順番,order,Order + Number In A Series,じゅんばん
留守番,care-taking,Detain + Protect + Number In A Series,るすばん
住所,address,Dwelling + Place,じゅうしょ
住む,to live (of humans),Dwelling,す
住宅,residence,Dwelling + House,じゅうたく
移住,migration,Shift + Dwelling,いじゅう
移住者,emigrant,Shift + Dwelling + Someone,いじゅうしゃ
解決,settlement,Untie + Decide,かいけつ
決める,to decide,Decide,き
決まる,to be decided,Decide,き
決定,decision,Decide + Determine,けってい
採決,vote,Gather + Decide,さいけつ
否決,rejection,No + Decide,ひけつ
取り決め,decision,Take + Decide,とき
劇場,theatre,Drama + Location,げきじょう
農場,farm (agriculture),Farming + Location,のうじょう
牧場,farm (livestock),Pasture + Location,ぼくじょう
場所,place,Location + Place,ばしょ
場合,case,Location + Suit,ばあい
現場,actual spot,Present Time + Location,げんば
場面,scene,Location + Face,ばめん
磁場,magnetic field,Magnet + Location,じば
職場,one's post,Employment + Location,しょくば
戦場,battlefield,War + Location,せんじょう
乗り場,place for boarding vehicles,Ride + Location,のば
穴場,good place not many people know about,Hole + Location,あなば
墓場,graveyard,Grave + Location,はかば
役場,town hall,Service + Location,やくば
助詞,particle,Help + Part Of Speech,じょし
助ける,to save,Help,たす
援助,assistance,Aid + Help,えんじょ
助かる,to be saved,Help,たす
扶助,aid,Aid + Help,ふじょ
独身,unmarried,Alone + Body,どくしん
身振り,gesture,Body + Shake,みぶ
終身刑,life imprisonment,End + Body + Punish,しゅうしんけい
電話,telephone call,Electricity + Talk,でんわ
話題,topic,Talk + Topic,わだい
話す,to talk,Talk,はな
童話,children's story,Juvenile + Talk,どうわ
電話帳,telephone book,Electricity + Talk + Notebook,でんわちょう
携帯電話,mobile phone,Portable + Belt + Electricity + Talk,けいたいでんわ
逸話,anecdote,Deviate + Talk,いつわ
昔話,old tale,Long Ago + Talk,むかしばなし
楽しい,enjoyable,Comfort,たの
楽器,musical instrument,Comfort + Container,がっき
楽しむ,to enjoy,Comfort,たの
楽しみ,enjoyment,Comfort,たの
楽譜,score,Comfort + Genealogy,がくふ
娯楽,amusement,Recreation + Comfort,ごらく
落書き,scrawl,Fall + Write,らくが
快楽,pleasure,Pleasant + Comfort,かいらく
管弦楽団,orchestra,Pipe + Chord + Comfort + Group,かんげんがくだん
楽勝,easy victory,Comfort + Win,らくしょう
停電,power outage,Halt + Electricity,ていでん
電柱,utility pole,Electricity + Pillar,でんちゅう
電波,radio wave,Electricity + Wave,でんぱ
電灯,electric light,Electricity + Lamp,でんとう
電源,source of electricity,Electricity + Origin,でんげん
電卓,calculator (electronic),Electricity + Table,でんたく
充電,charging (electrically),Allocate + Electricity,じゅうでん
終電,last train (of the day),End + Electricity,しゅうでん
電子機器,electronic device,Electricity + Child + Machine + Container,でんしきき
諸君,you (people),Various + Buddy,しょくん
朝ご飯,breakfast,Morning + Meal,あさはん
朝寝坊,sleeping late in the morning,Morning + Lie Down + Monk,あさねぼう
朝霧,morning fog,Morning + Fog,あさぎり
翌朝,next morning,The Following + Morning,よくあさ
合う,to come together,Suit,あ
間に合う,to be in time (for),Interval + Suit,まあ
都合,circumstances,Metropolis + Suit,つごう
割合,rate,Divide + Suit,わりあい
合格,passing (an exam),Suit + Status,ごうかく
合計,sum total,Suit + Measure,ごうけい
似合う,to suit,Resemble + Suit,にあ
統合,integration,Unite + Suit,とうごう
総合,synthesis,Whole + Suit,そうごう
併合,merger,Join + Suit,へいごう
沖合,off the coast,Open Sea + Suit,おきあい
合唱団,chorus group,Suit + Chant + Group,がっしょうだん
融合,agglutination,Dissolve + Suit,ゆうごう
研究,research,Sharpen + Research,けんきゅう
磨く,to polish,Polish,みが
研修,training (esp. in-service),Sharpen + Discipline,けんしゅう
磨き,polish,Polish,みが
研究所,research institute,Sharpen + Research + Place,けんきゅうじょ
究極,ultimate,Research + Extreme,きゅうきょく
探究,research,Look For + Research,たんきゅう
極める,to carry to extremes,Extreme,きわ
じゃが芋,potato (Solanum tuberosum),Potato,いも
返す,to return (something),Return,かえ
反省,reflection,Anti + Conserve,はんせい
反対,opposition,Anti + Versus,はんたい
反応,reaction,Anti + Respond,はんのう
反射,reflection,Anti + Shoot,はんしゃ
反響,echo,Anti + Echo,はんきょう
違反,violation,Different + Anti,いはん
反抗,opposition,Anti + Confront,はんこう
却って,on the contrary,Contrary,かえ
返る,to return,Return,かえ
買い物,shopping,Buy + Thing,かもの
買う,to buy,Buy,か
対象,target,Versus + Elephant,たいしょう
絶対,absolutely,Extinction + Versus,ぜったい
対策,measure,Versus + Plan,たいさく
対応,correspondence (to),Versus + Respond,たいおう
対等,equality (esp. of status),Versus + Equal,たいとう
対談,talk,Versus + Discuss,たいだん
対比,contrast,Versus + Compare,たいひ
対称,symmetry,Versus + Title,たいしょう
支払い,payment,Support + Pay,しはら
支える,to support,Support,ささ
支援,support,Support + Aid,しえん
投票,voting,Throw + Ballot,とうひょう
投資,investment,Throw + Resources,とうし
投げる,to throw,Throw,な
患者,patient,Afflicted + Someone,かんじゃ
読者,reader,Read + Someone,どくしゃ
配偶者,spouse,Distribute + Accidentally + Someone,はいぐうしゃ
指揮者,(musical) conductor,Finger + Brandish + Someone,しきしゃ
忍者,ninja,Endure + Someone,にんじゃ
若者,young person,Young + Someone,わかもの
労働者,worker,Labor + Work + Someone,ろうどうしゃ
容疑者,suspect,Form + Doubt + Someone,ようぎしゃ
参加者,participant,Participate + Add + Someone,さんかしゃ
被害者,victim,Incur + Damage + Someone,ひがいしゃ
勝者,winner,Win + Someone,しょうしゃ
敗者,loser,Failure + Someone,はいしゃ
経験者,experienced person,Passage Of Time + Test + Someone,けいけんしゃ
浮浪者,vagrant,Float + Wander + Someone,ふろうしゃ
候補者,candidate,Climate + Supplement + Someone,こうほしゃ
怠け者,lazy person,Lazy + Someone,なまもの
瞬間,moment,Blink + Interval,しゅんかん
居間,living room (Western style),Alive + Interval,いま
間違える,to make a mistake (in),Interval + Different,まちが
間違い,mistake,Interval + Different,まちが
仲間,companion,Relationship + Interval,なかま
期間,period,Period Of Time + Interval,きかん
隙間,gap,Crevice + Interval,すきま
間もなく,soon,Interval,ま
間隔,space,Interval + Isolate,かんかく
間抜け,stupid,Interval + Extract,まぬ
浮世絵,ukiyo-e,Float + World + Drawing,うきよえ
墨絵,ink painting,Black Ink + Drawing,すみえ
答える,to answer,Answer,こた
答え,answer,Answer,こた
役割,part,Service + Divide,やくわり
脇役,supporting role (actor),Armpit + Service,わきやく
大役,important task,Big + Service,たいやく
算数,arithmetic,Calculate + Count,さんすう
数える,to count,Count,かぞ
奇数,odd number,Odd + Count,きすう
数珠,rosary,Count + Pearl,じゅず
複数,plural,Duplicate + Count,ふくすう
枚数,the number of flat things,Flat Objects Counter + Count,まいすう
便所,toilet,Convenience + Place,べんじょ
事務所,office,Action + Task + Place,じむしょ
刑務所,prison,Punish + Task + Place,けいむしょ
給油所,gas station,Salary + Oil + Place,きゅうゆじょ
所轄,jurisdiction,Place + Control,しょかつ
道具,tool,Road + Tool,どうぐ
柔道,judo,Gentle + Road,じゅうどう
道路,road,Road + Road,どうろ
道徳,morals,Road + Virtue,どうとく
報道,report (of news),News + Road,ほうどう
酷い,cruel,Cruel,ひど
片道,one-way (trip),One Sided + Road,かたみち
軌道,orbit,Rut + Road,きどう
神道,Shinto,God + Road,しんとう
剣道,kendo,Sword + Road,けんどう
弓道,kyudo,Bow + Road,きゅうどう
